Tool,Mapping,Library,Overhead,VFC,VIC,Path,Added,Deleted,VulLine,Warnings,Class,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
rats,diff,numpy,0.008718252182007,https://github.com/numpy/numpy/commit/bfc3d87e1d85913918c39db7c1afd177578bc3ab,https://github.com/numpy/numpy/commit/97031c1b82c6d86cfad9c3ecded3971402e6e8c9,numpy/core/src/multiarray/convert_datatype.c,326,112,1624,2,detected,"['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.007582902908325,https://github.com/numpy/numpy/commit/bfc3d87e1d85913918c39db7c1afd177578bc3ab,https://github.com/numpy/numpy/commit/97031c1b82c6d86cfad9c3ecded3971402e6e8c9,numpy/core/src/multiarray/convert_datatype.c,326,112,1623,2,detected,"['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.008108615875244,https://github.com/numpy/numpy/commit/bfc3d87e1d85913918c39db7c1afd177578bc3ab,https://github.com/numpy/numpy/commit/97031c1b82c6d86cfad9c3ecded3971402e6e8c9,numpy/core/src/multiarray/convert_datatype.c,326,112,1651,2,detected,"['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.008140087127686,https://github.com/numpy/numpy/commit/bfc3d87e1d85913918c39db7c1afd177578bc3ab,https://github.com/numpy/numpy/commit/97031c1b82c6d86cfad9c3ecded3971402e6e8c9,numpy/core/src/multiarray/convert_datatype.c,326,112,1650,2,detected,"['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.008334875106812,https://github.com/numpy/numpy/commit/bfc3d87e1d85913918c39db7c1afd177578bc3ab,https://github.com/numpy/numpy/commit/97031c1b82c6d86cfad9c3ecded3971402e6e8c9,numpy/core/src/multiarray/convert_datatype.c,326,112,1617,2,detected,"['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.008760690689087,https://github.com/numpy/numpy/commit/bfc3d87e1d85913918c39db7c1afd177578bc3ab,https://github.com/numpy/numpy/commit/97031c1b82c6d86cfad9c3ecded3971402e6e8c9,numpy/core/src/multiarray/convert_datatype.c,326,112,1616,2,detected,"['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.008257150650024,https://github.com/numpy/numpy/commit/bfc3d87e1d85913918c39db7c1afd177578bc3ab,https://github.com/numpy/numpy/commit/97031c1b82c6d86cfad9c3ecded3971402e6e8c9,numpy/core/src/multiarray/convert_datatype.c,326,112,1583,2,detected,"['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_convert_datatype.c</name>\n    <line>1680</line>\n    <line>1726</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.008781433105469,https://github.com/numpy/numpy/commit/78080362911a36a2f4eff99a41b42dfb4c18c39c,https://github.com/numpy/numpy/commit/f0fb3132896af12210cfb3aa17eb6f3bfc43af64,numpy/core/src/multiarray/buffer.c,211,88,382,3,detected,['\n  <severity>High</severity>\n  <type>fixed size global buffer</type>\n  <message>\n    Extra care should be taken to ensure that character arrays that are\n    allocated on the stack are used safely.  They are prime targets for\n    buffer overflow attacks.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_buffer.c</name>\n    <line>230</line>\n    <line>237</line>\n  </file>\n'],['\n  <severity>High</severity>\n  <type>fixed size global buffer</type>\n  <message>\n    Extra care should be taken to ensure that character arrays that are\n    allocated on the stack are used safely.  They are prime targets for\n    buffer overflow attacks.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_buffer.c</name>\n    <line>230</line>\n    <line>237</line>\n  </file>\n'],"[""\n  <severity>Medium</severity>\n  <type>realloc</type>\n  <message>\n    Don't use on memory intended to be secure, because the old structure will not be zeroed out.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_buffer.c</name>\n    <line>114</line>\n  </file>\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.008533954620361,https://github.com/numpy/numpy/commit/78080362911a36a2f4eff99a41b42dfb4c18c39c,https://github.com/numpy/numpy/commit/f0fb3132896af12210cfb3aa17eb6f3bfc43af64,numpy/core/src/multiarray/buffer.c,211,88,381,3,detected,['\n  <severity>High</severity>\n  <type>fixed size global buffer</type>\n  <message>\n    Extra care should be taken to ensure that character arrays that are\n    allocated on the stack are used safely.  They are prime targets for\n    buffer overflow attacks.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_buffer.c</name>\n    <line>230</line>\n    <line>237</line>\n  </file>\n'],['\n  <severity>High</severity>\n  <type>fixed size global buffer</type>\n  <message>\n    Extra care should be taken to ensure that character arrays that are\n    allocated on the stack are used safely.  They are prime targets for\n    buffer overflow attacks.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_buffer.c</name>\n    <line>230</line>\n    <line>237</line>\n  </file>\n'],"[""\n  <severity>Medium</severity>\n  <type>realloc</type>\n  <message>\n    Don't use on memory intended to be secure, because the old structure will not be zeroed out.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_buffer.c</name>\n    <line>114</line>\n  </file>\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.008942365646362,https://github.com/numpy/numpy/commit/bb76bff17f86e468ca9fbc5071d95782dc932c10,https://github.com/numpy/numpy/commit/b36db6635969e665a22a602e867702cfcd1764a9,numpy/core/src/multiarray/descriptor.c,33,62,1448,4,detected,"['\n  <severity>Low</severity>\n  <type>strlen</type>\n  <message>\n    This function does not properly handle non-NULL terminated\nstrings.  This does not result in exploitable code, but can lead to access \nviolations.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1656</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1718</line>\n    <line>1750</line>\n    <line>2830</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1718</line>\n    <line>1750</line>\n    <line>2830</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1718</line>\n    <line>1750</line>\n    <line>2830</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.009201049804688,https://github.com/numpy/numpy/commit/bb76bff17f86e468ca9fbc5071d95782dc932c10,https://github.com/numpy/numpy/commit/1367acb94cc2b0803932dd71ba9679e00a49114e,numpy/core/src/multiarray/descriptor.c,81,109,1451,4,detected,"['\n  <severity>Low</severity>\n  <type>strlen</type>\n  <message>\n    This function does not properly handle non-NULL terminated\nstrings.  This does not result in exploitable code, but can lead to access \nviolations.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1680</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1746</line>\n    <line>1778</line>\n    <line>2858</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1746</line>\n    <line>1778</line>\n    <line>2858</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1746</line>\n    <line>1778</line>\n    <line>2858</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.009295701980591,https://github.com/numpy/numpy/commit/bb76bff17f86e468ca9fbc5071d95782dc932c10,https://github.com/numpy/numpy/commit/ab9953baf29ace44ef1f014f3713f1ee919f79bb,numpy/core/src/multiarray/descriptor.c,14,4,1557,8,detected,['\n  <severity>High</severity>\n  <type>fixed size global buffer</type>\n  <message>\n    Extra care should be taken to ensure that character arrays that are\n    allocated on the stack are used safely.  They are prime targets for\n    buffer overflow attacks.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>3465</line>\n  </file>\n'],"['\n  <severity>Low</severity>\n  <type>strlen</type>\n  <message>\n    This function does not properly handle non-NULL terminated\nstrings.  This does not result in exploitable code, but can lead to access \nviolations.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1632</line>\n    <line>1865</line>\n    <line>1877</line>\n    <line>3538</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>strlen</type>\n  <message>\n    This function does not properly handle non-NULL terminated\nstrings.  This does not result in exploitable code, but can lead to access \nviolations.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1632</line>\n    <line>1865</line>\n    <line>1877</line>\n    <line>3538</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>strlen</type>\n  <message>\n    This function does not properly handle non-NULL terminated\nstrings.  This does not result in exploitable code, but can lead to access \nviolations.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1632</line>\n    <line>1865</line>\n    <line>1877</line>\n    <line>3538</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>strlen</type>\n  <message>\n    This function does not properly handle non-NULL terminated\nstrings.  This does not result in exploitable code, but can lead to access \nviolations.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1632</line>\n    <line>1865</line>\n    <line>1877</line>\n    <line>3538</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1702</line>\n    <line>1733</line>\n    <line>2888</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1702</line>\n    <line>1733</line>\n    <line>2888</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1702</line>\n    <line>1733</line>\n    <line>2888</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.009618759155273,https://github.com/numpy/numpy/commit/bb76bff17f86e468ca9fbc5071d95782dc932c10,https://github.com/numpy/numpy/commit/b36db6635969e665a22a602e867702cfcd1764a9,numpy/core/src/multiarray/descriptor.c,33,62,1456,4,detected,"['\n  <severity>Low</severity>\n  <type>strlen</type>\n  <message>\n    This function does not properly handle non-NULL terminated\nstrings.  This does not result in exploitable code, but can lead to access \nviolations.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1656</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1718</line>\n    <line>1750</line>\n    <line>2830</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1718</line>\n    <line>1750</line>\n    <line>2830</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1718</line>\n    <line>1750</line>\n    <line>2830</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.009002685546875,https://github.com/numpy/numpy/commit/bb76bff17f86e468ca9fbc5071d95782dc932c10,https://github.com/numpy/numpy/commit/1367acb94cc2b0803932dd71ba9679e00a49114e,numpy/core/src/multiarray/descriptor.c,81,109,1459,4,detected,"['\n  <severity>Low</severity>\n  <type>strlen</type>\n  <message>\n    This function does not properly handle non-NULL terminated\nstrings.  This does not result in exploitable code, but can lead to access \nviolations.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1680</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1746</line>\n    <line>1778</line>\n    <line>2858</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1746</line>\n    <line>1778</line>\n    <line>2858</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1746</line>\n    <line>1778</line>\n    <line>2858</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.009966373443604,https://github.com/numpy/numpy/commit/bb76bff17f86e468ca9fbc5071d95782dc932c10,https://github.com/numpy/numpy/commit/b36db6635969e665a22a602e867702cfcd1764a9,numpy/core/src/multiarray/descriptor.c,33,62,1452,4,detected,"['\n  <severity>Low</severity>\n  <type>strlen</type>\n  <message>\n    This function does not properly handle non-NULL terminated\nstrings.  This does not result in exploitable code, but can lead to access \nviolations.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1656</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1718</line>\n    <line>1750</line>\n    <line>2830</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1718</line>\n    <line>1750</line>\n    <line>2830</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1718</line>\n    <line>1750</line>\n    <line>2830</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rats,diff,numpy,0.008761405944824,https://github.com/numpy/numpy/commit/bb76bff17f86e468ca9fbc5071d95782dc932c10,https://github.com/numpy/numpy/commit/1367acb94cc2b0803932dd71ba9679e00a49114e,numpy/core/src/multiarray/descriptor.c,81,109,1455,4,detected,"['\n  <severity>Low</severity>\n  <type>strlen</type>\n  <message>\n    This function does not properly handle non-NULL terminated\nstrings.  This does not result in exploitable code, but can lead to access \nviolations.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1680</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1746</line>\n    <line>1778</line>\n    <line>2858</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1746</line>\n    <line>1778</line>\n    <line>2858</line>\n  </file>\n']","['\n  <severity>Low</severity>\n  <type>memcpy</type>\n  <message>\n    Double check that your buffer is as big as you specify.\nWhen using functions that accept a number n of bytes to copy, such as \nstrncpy, be aware that if the dest buffer size = n it may not NULL-terminate \nthe string.\n  </message>\n  <file>\n    <name>/media/nimashiri/DATA/vsprojects/ICSE23/vul_descriptor.c</name>\n    <line>1746</line>\n    <line>1778</line>\n    <line>2858</line>\n  </file>\n']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
